Order Date,Region,Category,Sub-Category,Quantity,Unit Price,Discount,Sales,Profit,Year,Month
2019-10-28,South,Office Supplies,Paper,1,3.27,0.0,3.27,-4.45,2019,2019-10
2019-10-24,West,Office Supplies,Binders,8,52.2,0.1,375.84,50.04,2019,2019-10
2019-07-08,West,Technology,Accessories,1,386.45,0.1,386.45,48.31,2019,2019-07
2019-01-20,Central,Furniture,Tables,5,50.55,0.1,240.11,27.49,2019,2019-01
2017-12-29,Central,Office Supplies,Paper,5,171.88,0.05,773.46,166.09,2017,2017-12
2020-07-21,Central,Technology,Accessories,3,292.01,0.0,876.03,93.58,2020,2020-07
2019-03-17,South,Technology,Phones,2,363.58,0.0,727.16,49.42,2019,2019-03
2019-01-09,East,Office Supplies,Binders,2,209.06,0.05,418.12,88.81,2019,2019-01
2019-11-05,West,Office Supplies,Binders,6,149.15,0.0,805.41,67.4,2019,2019-11
2020-04-30,East,Furniture,Tables,5,50.74,0.05,253.7,42.64,2020,2020-04
2018-04-30,West,Office Supplies,Binders,1,161.07,0.0,144.96,21.79,2018,2018-04
2017-01-28,East,Office Supplies,Pens,5,38.63,0.0,193.15,29.46,2017,2017-01
2018-12-15,West,Technology,Accessories,3,374.62,0.05,1123.86,54.81,2018,2018-12
2019-11-29,West,Office Supplies,Binders,1,286.34,0.0,286.34,27.84,2019,2019-11
2020-07-20,West,Furniture,Chairs,3,113.47,0.2,340.41,30.1,2020,2020-07
2020-06-08,East,Furniture,Chairs,5,2.87,0.1,13.63,-7.67,2020,2020-06
2017-03-27,West,Office Supplies,Paper,4,106.18,0.0,424.72,41.58,2017,2017-03
2017-05-06,Central,Furniture,Chairs,8,180.8,0.0,1446.4,185.56,2017,2017-05
2019-03-23,East,Office Supplies,Pens,2,6.53,0.0,11.75,-9.31,2019,2019-03
2018-06-21,West,Technology,Phones,9,489.33,0.0,4403.97,987.03,2018,2018-06
2017-05-25,West,Furniture,Chairs,5,118.57,0.0,592.85,91.96,2017,2017-05
2020-05-20,East,Furniture,Chairs,8,252.96,0.05,2023.68,426.89,2020,2020-05
2017-01-25,West,Office Supplies,Binders,8,193.12,0.05,1544.96,267.81,2017,2017-01
2020-11-18,East,Technology,Computers,5,409.47,0.0,2047.35,417.26,2020,2020-11
2017-03-08,West,Office Supplies,Paper,9,165.61,0.0,1490.49,164.81,2017,2017-03
2017-08-21,South,Office Supplies,Paper,4,77.31,0.0,278.32,58.49,2017,2017-08
2017-04-19,West,Furniture,Chairs,7,60.08,0.1,420.56,43.37,2017,2017-04
2020-03-15,South,Technology,Accessories,8,293.31,0.0,2346.48,490.11,2020,2020-03
2017-04-21,West,Furniture,Bookcases,3,74.8,0.05,224.4,39.91,2017,2017-04
2017-08-16,South,Technology,Accessories,1,367.42,0.0,367.42,39.3,2017,2017-08
2017-04-21,East,Furniture,Chairs,4,179.08,0.0,716.32,163.83,2017,2017-04
2017-02-03,South,Furniture,Bookcases,6,51.59,0.0,309.54,66.57,2017,2017-02
2018-09-15,West,Furniture,Chairs,7,164.2,0.1,1149.4,187.31,2018,2018-09
2020-10-24,West,Office Supplies,Binders,2,191.24,0.0,382.48,57.95,2020,2020-10
2019-01-18,West,Furniture,Bookcases,5,49.05,0.0,245.25,16.42,2019,2019-01
2018-08-18,South,Office Supplies,Paper,1,18.77,0.05,18.77,-1.46,2018,2018-08
2018-03-01,South,Office Supplies,Paper,9,46.34,0.05,396.21,60.32,2018,2018-03
2018-09-05,East,Office Supplies,Pens,3,20.94,0.05,62.82,-2.58,2018,2018-09
2018-11-23,West,Office Supplies,Paper,1,142.8,0.0,142.8,23.21,2018,2018-11
2020-07-29,West,Office Supplies,Paper,2,208.09,0.0,416.18,34.26,2020,2020-07
2020-09-05,West,Office Supplies,Binders,9,299.09,0.0,2557.22,590.55,2020,2020-09
2017-11-11,East,Office Supplies,Paper,3,0.64,0.0,1.73,-9.75,2017,2017-11
2019-05-27,East,Office Supplies,Binders,7,170.33,0.0,1192.31,64.51,2019,2019-05
2020-11-01,Central,Furniture,Bookcases,2,32.76,0.0,65.52,2.42,2020,2020-11
2020-08-05,South,Office Supplies,Paper,6,154.98,0.0,929.88,147.75,2020,2020-08
2018-10-24,South,Technology,Computers,2,324.98,0.0,584.96,107.44,2018,2018-10
2017-10-04,Central,Technology,Phones,8,290.6,0.1,2324.8,234.06,2017,2017-10
2018-09-16,East,Office Supplies,Pens,1,62.45,0.05,62.45,-2.26,2018,2018-09
2018-05-31,South,Furniture,Tables,1,222.53,0.0,222.53,26.17,2018,2018-05
2020-10-05,West,Technology,Accessories,5,480.75,0.0,2163.38,121.07,2020,2020-10
2019-04-23,West,Furniture,Tables,9,128.52,0.0,1156.68,258.55,2019,2019-04
2017-12-16,Central,Technology,Accessories,3,383.93,0.1,1151.79,271.94,2017,2017-12
2019-04-03,Central,Office Supplies,Paper,7,80.64,0.0,536.26,102.91,2019,2019-04
2020-03-06,Central,Office Supplies,Binders,3,157.85,0.05,473.55,56.35,2020,2020-03
2019-01-29,East,Technology,Phones,8,564.46,0.05,4064.11,406.41,2019,2019-01
2019-06-18,East,Furniture,Chairs,1,90.31,0.0,85.79,5.46,2019,2019-06
2017-08-31,West,Technology,Accessories,8,515.08,0.0,3914.61,519.46,2017,2017-08
2018-06-27,South,Office Supplies,Binders,1,138.7,0.05,124.83,12.24,2018,2018-06
2019-11-30,West,Office Supplies,Paper,5,9.36,0.05,46.8,-1.65,2019,2019-11
2017-08-17,West,Office Supplies,Pens,1,68.52,0.1,68.52,2.07,2017,2017-08
2018-07-02,West,Office Supplies,Pens,5,138.83,0.05,659.44,94.99,2018,2018-07
2019-07-09,West,Furniture,Tables,9,25.21,0.2,215.55,36.04,2019,2019-07
2020-05-31,West,Office Supplies,Paper,1,82.15,0.1,73.94,7.07,2020,2020-05
2017-01-06,East,Technology,Accessories,8,457.53,0.1,3294.22,451.54,2017,2017-01
2020-09-07,West,Furniture,Bookcases,2,245.58,0.0,466.6,99.82,2020,2020-09
2018-04-13,West,Technology,Phones,3,500.28,0.1,1500.84,205.54,2018,2018-04
2017-03-16,East,Office Supplies,Binders,3,236.51,0.0,709.53,71.83,2017,2017-03
2017-01-04,East,Furniture,Tables,9,38.01,0.05,342.09,66.67,2017,2017-01
2018-10-08,West,Office Supplies,Pens,2,157.73,0.0,299.69,51.86,2018,2018-10
2017-04-28,Central,Office Supplies,Pens,5,49.93,0.1,249.65,34.11,2017,2017-04
2019-05-31,South,Office Supplies,Binders,4,21.74,0.0,86.96,16.56,2019,2019-05
2018-05-19,South,Technology,Computers,8,315.99,0.05,2527.92,267.6,2018,2018-05
2019-08-05,East,Technology,Computers,5,322.22,0.0,1449.99,355.68,2019,2019-08
2018-07-28,Central,Office Supplies,Paper,6,134.86,0.05,728.24,158.89,2018,2018-07
2017-07-13,South,Technology,Accessories,4,435.91,0.0,1656.46,393.86,2017,2017-07
2019-04-27,East,Furniture,Tables,9,94.48,0.0,850.32,57.56,2019,2019-04
2018-12-16,South,Furniture,Tables,8,101.49,0.0,811.92,64.74,2018,2018-12
2020-11-16,South,Technology,Computers,4,334.23,0.0,1270.07,156.94,2020,2020-11
2019-11-16,West,Technology,Computers,4,296.99,0.2,1187.96,264.59,2019,2019-11
2020-12-29,West,Furniture,Chairs,6,73.13,0.05,394.9,36.65,2020,2020-12
2017-06-22,Central,Office Supplies,Paper,9,128.69,0.0,1158.21,225.18,2017,2017-06
2020-08-16,Central,Furniture,Tables,8,196.41,0.05,1492.72,82.04,2020,2020-08
2017-11-22,West,Technology,Phones,6,411.65,0.0,2222.91,156.11,2017,2017-11
2020-12-04,Central,Technology,Accessories,5,442.53,0.0,2212.65,488.71,2020,2020-12
2020-02-16,East,Office Supplies,Paper,5,136.53,0.1,682.65,63.02,2020,2020-02
2019-04-16,Central,Technology,Phones,7,465.3,0.0,3257.1,723.7,2019,2019-04
2018-12-25,South,Office Supplies,Pens,1,15.31,0.1,14.54,-9.14,2018,2018-12
2017-08-13,East,Office Supplies,Binders,7,110.77,0.0,736.62,45.71,2017,2017-08
2018-06-16,West,Technology,Accessories,4,342.22,0.0,1368.88,69.62,2018,2018-06
2017-04-23,West,Technology,Computers,1,286.08,0.0,286.08,20.68,2017,2017-04
2017-05-20,West,Technology,Phones,7,360.5,0.05,2523.5,151.94,2017,2017-05
2018-07-13,West,Office Supplies,Binders,7,107.29,0.0,751.03,92.88,2018,2018-07
2017-01-01,Central,Technology,Phones,4,463.06,0.0,1667.02,347.71,2017,2017-01
2017-03-31,West,Furniture,Chairs,6,27.22,0.0,163.32,26.53,2017,2017-03
2018-10-16,East,Technology,Computers,4,460.76,0.0,1843.04,308.8,2018,2018-10
2017-11-16,Central,Office Supplies,Paper,8,19.36,0.0,154.88,29.37,2017,2017-11
2017-05-19,West,Technology,Phones,2,428.79,0.0,814.7,43.94,2017,2017-05
2019-04-25,West,Furniture,Bookcases,3,22.63,0.05,61.1,6.93,2019,2019-04
2017-09-16,Central,Technology,Computers,6,478.78,0.1,2872.68,504.5,2017,2017-09
2019-06-21,East,Office Supplies,Paper,3,166.16,0.0,448.63,93.12,2019,2019-06
2018-11-21,Central,Office Supplies,Paper,4,20.96,0.0,83.84,4.92,2018,2018-11
2017-01-10,West,Technology,Accessories,1,178.09,0.0,142.47,13.24,2017,2017-01
2017-09-18,Central,Technology,Accessories,1,385.63,0.0,385.63,45.04,2017,2017-09
2017-06-21,West,Office Supplies,Pens,2,173.91,0.0,347.82,45.05,2017,2017-06
2019-06-17,West,Office Supplies,Binders,7,218.36,0.0,1375.67,142.09,2019,2019-06
2017-01-13,West,Technology,Accessories,9,385.12,0.05,3119.47,407.0,2017,2017-01
2020-04-06,South,Furniture,Bookcases,3,147.12,0.0,441.36,30.64,2020,2020-04
2017-11-17,Central,Furniture,Chairs,5,148.79,0.0,743.95,172.99,2017,2017-11
2020-09-04,West,Technology,Phones,1,396.81,0.05,396.81,59.9,2020,2020-09
2017-11-25,South,Technology,Phones,5,501.2,0.1,2506.0,345.43,2017,2017-11
2019-02-24,South,Office Supplies,Pens,2,177.73,0.0,355.46,61.64,2019,2019-02
2019-02-16,East,Technology,Phones,3,342.01,0.0,1026.03,80.96,2019,2019-02
2019-06-30,East,Office Supplies,Pens,4,28.36,0.0,113.44,18.62,2019,2019-06
2020-12-13,West,Office Supplies,Binders,6,41.22,0.0,247.32,19.34,2020,2020-12
2020-01-24,Central,Office Supplies,Pens,6,11.94,0.1,71.64,12.95,2020,2020-01
2017-11-14,South,Office Supplies,Binders,8,16.86,0.1,121.39,8.6,2017,2017-11
2017-08-24,East,Technology,Accessories,9,465.44,0.0,3770.06,502.51,2017,2017-08
2017-11-30,West,Office Supplies,Paper,3,208.56,0.2,625.68,60.51,2017,2017-11
2018-01-11,South,Technology,Accessories,2,422.45,0.1,802.66,76.07,2018,2018-01
2020-03-06,South,Technology,Accessories,8,398.85,0.0,3190.8,354.81,2020,2020-03
2018-08-11,West,Furniture,Tables,7,66.6,0.0,466.2,72.91,2018,2018-08
2018-05-28,South,Office Supplies,Binders,5,83.61,0.1,376.24,77.85,2018,2018-05
2020-08-12,Central,Furniture,Chairs,3,154.6,0.0,463.8,46.52,2020,2020-08
2020-09-05,Central,Office Supplies,Paper,6,81.34,0.0,463.64,54.16,2020,2020-09
2019-07-07,South,Office Supplies,Binders,7,218.06,0.0,1526.42,175.75,2019,2019-07
2020-10-04,South,Office Supplies,Paper,2,22.24,0.0,44.48,-5.33,2020,2020-10
2019-05-23,East,Office Supplies,Binders,5,56.17,0.0,280.85,54.61,2019,2019-05
2020-06-06,South,Technology,Phones,5,565.16,0.1,2543.22,377.58,2020,2020-06
2017-09-27,East,Technology,Phones,2,406.12,0.0,812.24,140.82,2017,2017-09
2019-03-09,South,Furniture,Bookcases,4,115.75,0.05,439.85,28.66,2019,2019-03
2020-08-07,West,Technology,Accessories,8,348.0,0.05,2784.0,449.52,2020,2020-08
2018-12-26,West,Furniture,Chairs,6,231.63,0.05,1389.78,232.37,2018,2018-12
2020-04-03,West,Office Supplies,Pens,5,58.5,0.05,292.5,49.87,2020,2020-04
2017-01-05,South,Furniture,Bookcases,5,7.18,0.0,34.1,0.63,2017,2017-01
2019-05-01,West,Office Supplies,Paper,9,199.71,0.05,1797.39,412.48,2019,2019-05
2020-11-03,East,Furniture,Tables,8,203.93,0.1,1305.15,107.35,2020,2020-11
2017-03-19,South,Office Supplies,Paper,8,153.4,0.2,1165.84,161.68,2017,2017-03
2020-12-04,Central,Office Supplies,Pens,1,50.27,0.0,50.27,9.14,2020,2020-12
2018-07-28,West,Furniture,Bookcases,9,92.41,0.0,790.11,131.88,2018,2018-07
2017-05-12,Central,Technology,Phones,9,332.85,0.05,2995.65,609.81,2017,2017-05
2018-08-24,South,Furniture,Chairs,7,68.18,0.0,477.26,75.54,2018,2018-08
2019-12-02,East,Office Supplies,Binders,8,80.91,0.0,582.55,118.24,2019,2019-12
2017-03-30,Central,Office Supplies,Pens,5,61.49,0.2,292.08,16.19,2017,2017-03
2018-02-06,Central,Technology,Accessories,9,455.51,0.05,4099.59,939.14,2018,2018-02
2017-10-23,West,Technology,Accessories,1,493.32,0.05,468.65,47.04,2017,2017-10
2020-08-11,West,Office Supplies,Binders,1,237.11,0.0,213.4,51.2,2020,2020-08
2018-09-08,South,Furniture,Bookcases,6,116.02,0.05,696.12,85.83,2018,2018-09
2019-03-11,West,Technology,Computers,5,292.76,0.0,1317.42,106.87,2019,2019-03
2018-02-26,East,Office Supplies,Binders,7,74.41,0.05,520.87,64.82,2018,2018-02
2019-11-13,East,Furniture,Chairs,6,157.69,0.0,851.53,63.92,2019,2019-11
2018-07-29,South,Office Supplies,Binders,2,125.56,0.0,238.56,11.71,2018,2018-07
2017-05-23,West,Office Supplies,Paper,4,38.18,0.2,152.72,31.04,2017,2017-05
2019-09-20,Central,Technology,Accessories,8,199.58,0.0,1596.64,110.59,2019,2019-09
2018-10-27,East,Office Supplies,Binders,1,159.63,0.05,159.63,25.32,2018,2018-10
2017-05-25,South,Furniture,Chairs,3,80.57,0.1,241.71,43.37,2017,2017-05
2020-06-02,West,Technology,Phones,7,347.95,0.1,2435.65,441.63,2020,2020-06
2019-10-04,Central,Furniture,Bookcases,8,73.87,0.0,531.86,24.99,2019,2019-10
2018-05-18,Central,Office Supplies,Binders,2,147.16,0.0,279.6,30.63,2018,2018-05
2019-04-01,East,Office Supplies,Binders,7,127.11,0.05,845.28,81.83,2019,2019-04
2017-04-14,East,Technology,Accessories,8,625.94,0.0,4757.14,342.16,2017,2017-04
2019-11-29,South,Office Supplies,Binders,2,71.66,0.0,128.99,15.8,2019,2019-11
2017-07-17,East,Furniture,Bookcases,7,117.01,0.1,778.12,107.21,2017,2017-07
2018-08-02,East,Furniture,Tables,7,19.61,0.0,137.27,10.79,2018,2018-08
2018-01-26,West,Technology,Phones,8,356.83,0.0,2854.64,529.92,2018,2018-01
2020-04-17,South,Furniture,Tables,9,239.26,0.1,1938.01,239.74,2020,2020-04
2018-07-08,South,Technology,Accessories,2,372.97,0.2,745.94,73.12,2018,2018-07
2019-11-05,Central,Furniture,Tables,7,100.18,0.0,631.13,27.59,2019,2019-11
2020-08-05,South,Technology,Phones,6,402.85,0.2,1933.68,335.02,2020,2020-08
2018-04-23,West,Office Supplies,Paper,4,41.04,0.2,164.16,11.48,2018,2018-04
2020-06-08,East,Office Supplies,Binders,8,18.31,0.2,146.48,-1.93,2020,2020-06
2019-07-12,West,Technology,Computers,7,393.46,0.0,2754.22,421.87,2019,2019-07
2018-02-24,East,Office Supplies,Binders,3,9.89,0.0,29.67,-5.06,2018,2018-02
2017-06-06,Central,Furniture,Chairs,4,31.71,0.2,126.84,19.02,2017,2017-06
2018-07-04,East,Office Supplies,Binders,4,78.37,0.0,313.48,72.02,2018,2018-07
2020-01-26,South,Office Supplies,Pens,6,11.18,0.0,63.73,7.31,2020,2020-01
2019-10-18,Central,Office Supplies,Pens,9,25.81,0.2,232.29,19.1,2019,2019-10
2019-09-24,South,Furniture,Bookcases,9,55.07,0.0,495.63,62.61,2019,2019-09
2020-12-05,East,Furniture,Tables,1,288.21,0.0,288.21,15.81,2020,2020-12
2019-08-09,Central,Office Supplies,Binders,6,25.95,0.2,140.13,23.86,2019,2019-08
2017-10-16,Central,Furniture,Chairs,8,30.32,0.0,242.56,7.35,2017,2017-10
2020-07-01,East,Office Supplies,Paper,8,256.0,0.0,1945.6,307.97,2020,2020-07
2017-07-15,West,Furniture,Tables,4,154.24,0.1,616.96,136.71,2017,2017-07
2018-08-21,Central,Office Supplies,Binders,4,153.46,0.0,613.84,91.84,2018,2018-08
2018-06-01,South,Technology,Phones,4,437.05,0.05,1748.2,258.81,2018,2018-06
2019-05-15,Central,Office Supplies,Binders,8,135.06,0.0,1080.48,156.15,2019,2019-05
2020-02-16,South,Furniture,Chairs,3,254.05,0.0,724.04,124.57,2020,2020-02
2019-03-17,Central,Office Supplies,Binders,7,11.74,0.0,82.18,8.07,2019,2019-03
2020-03-28,Central,Office Supplies,Paper,1,176.25,0.0,176.25,7.07,2020,2020-03
2019-03-26,East,Office Supplies,Pens,5,163.13,0.05,652.52,116.97,2019,2019-03
2017-08-16,West,Furniture,Tables,6,153.66,0.05,829.76,203.54,2017,2017-08
2017-08-04,West,Office Supplies,Paper,2,124.44,0.2,248.88,26.53,2017,2017-08
2019-08-06,West,Office Supplies,Binders,2,175.8,0.0,351.6,35.99,2019,2019-08
2017-01-15,South,Technology,Computers,6,453.98,0.0,2179.1,145.5,2017,2017-01
2020-03-26,South,Technology,Computers,4,406.25,0.2,1625.0,315.02,2020,2020-03
2020-07-08,West,Office Supplies,Binders,1,242.28,0.1,218.05,40.49,2020,2020-07
2020-03-26,East,Office Supplies,Binders,7,119.91,0.1,797.4,146.57,2020,2020-03
2017-02-16,West,Office Supplies,Pens,9,54.38,0.0,489.42,54.74,2017,2017-02
2017-11-20,East,Office Supplies,Paper,5,53.08,0.0,265.4,15.85,2017,2017-11
2019-04-24,East,Office Supplies,Binders,7,99.67,0.2,627.92,135.5,2019,2019-04
2017-05-10,South,Technology,Accessories,4,318.87,0.0,1275.48,65.62,2017,2017-05
2020-12-05,South,Office Supplies,Paper,7,127.12,0.0,800.86,92.56,2020,2020-12
2017-04-05,Central,Technology,Computers,3,346.63,0.0,987.9,40.1,2017,2017-04
2018-09-19,Central,Technology,Accessories,2,383.32,0.0,766.64,184.52,2018,2018-09
2019-01-25,Central,Technology,Accessories,5,327.32,0.0,1636.6,159.72,2019,2019-01
2020-08-08,East,Technology,Computers,1,448.33,0.0,448.33,66.47,2020,2020-08
2019-03-05,Central,Furniture,Bookcases,2,42.72,0.0,85.44,16.91,2019,2019-03
2020-07-30,East,Technology,Phones,8,475.37,0.0,3802.96,186.26,2020,2020-07
2017-03-10,Central,Furniture,Tables,8,57.46,0.0,436.7,73.85,2017,2017-03
2017-01-11,Central,Technology,Accessories,3,374.44,0.0,898.66,200.89,2017,2017-01
2020-07-01,Central,Office Supplies,Binders,6,78.93,0.0,378.86,50.99,2020,2020-07
2019-05-22,South,Technology,Computers,2,417.29,0.05,834.58,172.6,2019,2019-05
2018-07-04,West,Technology,Accessories,5,365.42,0.0,1827.1,171.25,2018,2018-07
2020-03-03,East,Furniture,Chairs,3,35.14,0.2,105.42,18.93,2020,2020-03
2018-12-13,South,Furniture,Tables,1,148.98,0.0,141.53,1.43,2018,2018-12
2017-01-23,Central,Technology,Phones,4,275.25,0.0,990.9,208.18,2017,2017-01
2019-03-26,East,Office Supplies,Pens,3,87.25,0.1,248.66,17.64,2019,2019-03
2017-12-12,South,Office Supplies,Pens,2,41.94,0.0,83.88,-0.83,2017,2017-12
2017-10-29,West,Furniture,Tables,2,199.57,0.1,399.14,44.52,2017,2017-10
2017-12-29,Central,Technology,Computers,6,468.23,0.0,2247.5,222.24,2017,2017-12
2018-01-31,West,Furniture,Chairs,9,150.83,0.0,1357.47,141.54,2018,2018-01
2017-08-06,West,Office Supplies,Paper,9,71.16,0.2,640.44,91.07,2017,2017-08
2017-05-21,South,Technology,Accessories,7,560.76,0.05,3532.79,653.97,2017,2017-05
2019-08-16,East,Office Supplies,Paper,3,16.51,0.05,49.53,-4.0,2019,2019-08
2020-05-18,South,Office Supplies,Pens,5,18.13,0.05,90.65,4.7,2020,2020-05
2019-09-12,Central,Office Supplies,Binders,2,184.62,0.05,369.24,30.47,2019,2019-09
2019-09-20,West,Office Supplies,Binders,9,182.16,0.05,1639.44,220.5,2019,2019-09
2019-04-08,South,Office Supplies,Pens,9,49.53,0.05,445.77,51.44,2019,2019-04
2018-11-14,Central,Office Supplies,Paper,9,233.34,0.2,1995.06,307.9,2018,2018-11
2019-10-01,Central,Office Supplies,Paper,2,124.58,0.1,224.24,21.19,2019,2019-10
2017-12-22,Central,Office Supplies,Paper,6,75.46,0.0,452.76,94.69,2017,2017-12
2019-10-05,South,Office Supplies,Paper,5,185.17,0.05,833.26,179.2,2019,2019-10
2020-09-09,South,Technology,Computers,5,367.11,0.0,1835.55,241.61,2020,2020-09
2020-03-02,Central,Furniture,Tables,7,159.06,0.2,1113.42,236.8,2020,2020-03
2019-06-07,South,Office Supplies,Pens,6,110.91,0.1,665.46,105.67,2019,2019-06
2017-05-07,East,Furniture,Chairs,6,100.46,0.0,602.76,52.25,2017,2017-05
2020-02-04,Central,Furniture,Chairs,1,167.05,0.0,167.05,31.0,2020,2020-02
2019-10-06,South,Office Supplies,Binders,7,79.4,0.0,555.8,90.38,2019,2019-10
2018-08-27,West,Office Supplies,Binders,6,275.48,0.0,1652.88,239.31,2018,2018-08
2020-11-02,West,Technology,Phones,2,476.46,0.2,952.92,87.24,2020,2020-11
2019-10-11,Central,Office Supplies,Binders,7,230.11,0.1,1610.77,182.74,2019,2019-10
2017-02-20,West,Office Supplies,Binders,3,118.88,0.0,356.64,28.57,2017,2017-02
2019-11-19,East,Office Supplies,Binders,6,109.87,0.0,659.22,130.85,2019,2019-11
2020-08-12,West,Furniture,Bookcases,6,16.66,0.0,94.96,9.01,2020,2020-08
2020-08-13,Central,Office Supplies,Paper,9,135.46,0.0,1097.23,230.17,2020,2020-08
2019-02-18,East,Furniture,Tables,8,114.57,0.05,916.56,144.37,2019,2019-02
2020-12-01,East,Technology,Accessories,9,298.32,0.1,2684.88,346.27,2020,2020-12
2019-03-25,West,Office Supplies,Paper,4,163.92,0.05,655.68,120.95,2019,2019-03
2020-11-29,East,Furniture,Tables,9,80.75,0.0,726.75,154.41,2020,2020-11
2020-10-01,East,Office Supplies,Pens,7,32.1,0.05,202.23,3.0,2020,2020-10
2018-02-24,Central,Office Supplies,Binders,2,85.71,0.05,154.28,7.78,2018,2018-02
2020-04-20,South,Office Supplies,Pens,9,52.59,0.0,425.98,81.22,2020,2020-04
2019-09-10,Central,Office Supplies,Paper,4,11.9,0.1,47.6,0.83,2019,2019-09
2019-04-05,Central,Office Supplies,Pens,1,158.57,0.0,158.57,28.04,2019,2019-04
2019-10-22,South,Furniture,Tables,2,3.29,0.0,6.25,-9.08,2019,2019-10
2018-07-21,Central,Office Supplies,Pens,1,54.73,0.05,54.73,8.5,2018,2018-07
2018-01-06,Central,Office Supplies,Pens,9,37.17,0.0,317.8,36.32,2018,2018-01
2019-07-25,West,Technology,Accessories,3,408.91,0.0,1226.73,235.51,2019,2019-07
2018-10-23,West,Technology,Phones,3,463.28,0.0,1389.84,328.09,2018,2018-10
2020-12-25,West,Furniture,Chairs,5,3.95,0.05,19.75,-0.5,2020,2020-12
2019-08-27,Central,Technology,Phones,2,468.17,0.05,889.52,168.0,2019,2019-08
2020-08-25,West,Office Supplies,Pens,6,100.39,0.05,602.34,82.31,2020,2020-08
2020-03-06,West,Furniture,Chairs,6,197.9,0.0,1187.4,137.78,2020,2020-03
2017-07-21,South,Technology,Computers,7,343.82,0.0,2406.74,255.54,2017,2017-07
2020-12-30,East,Technology,Computers,9,451.08,0.0,3653.75,689.44,2020,2020-12
2017-11-09,West,Office Supplies,Binders,6,235.81,0.1,1414.86,167.81,2017,2017-11
2017-04-27,South,Furniture,Chairs,5,212.58,0.05,1062.9,168.67,2017,2017-04
2019-07-26,Central,Furniture,Chairs,1,118.58,0.0,112.65,17.41,2019,2019-07
2018-07-29,South,Technology,Computers,2,395.28,0.0,711.5,50.44,2018,2018-07
2017-09-01,East,Furniture,Bookcases,4,248.11,0.0,893.2,147.94,2017,2017-09
2018-06-21,East,Office Supplies,Paper,9,54.53,0.0,466.23,97.2,2018,2018-06
2017-03-16,South,Furniture,Bookcases,2,53.18,0.1,95.72,0.61,2017,2017-03
2018-01-21,Central,Office Supplies,Binders,3,239.8,0.05,719.4,56.27,2018,2018-01
2020-05-18,East,Office Supplies,Paper,2,60.63,0.0,109.13,13.33,2020,2020-05
2018-04-20,South,Furniture,Chairs,7,112.09,0.0,784.63,158.18,2018,2018-04
2018-02-22,Central,Office Supplies,Pens,5,57.72,0.0,259.74,14.94,2018,2018-02
2017-12-13,South,Technology,Phones,2,453.59,0.0,907.18,55.14,2017,2017-12
2018-10-02,East,Technology,Accessories,4,580.52,0.1,2322.08,498.65,2018,2018-10
2019-07-28,Central,Office Supplies,Paper,7,155.68,0.1,1089.76,260.74,2019,2019-07
2019-08-13,Central,Office Supplies,Binders,5,33.77,0.1,160.41,13.0,2019,2019-08
2019-05-26,East,Technology,Computers,3,297.54,0.1,892.62,78.04,2019,2019-05
2019-02-02,West,Technology,Computers,2,335.84,0.05,604.51,58.32,2019,2019-02
2020-04-17,East,Technology,Computers,2,547.2,0.0,1094.4,135.24,2020,2020-04
2020-04-20,Central,Office Supplies,Binders,4,171.88,0.05,687.52,126.22,2020,2020-04
2018-10-26,East,Furniture,Bookcases,8,25.59,0.0,184.25,11.8,2018,2018-10
2017-01-25,Central,Furniture,Tables,8,136.39,0.1,982.01,176.32,2017,2017-01
2020-04-18,Central,Furniture,Bookcases,1,34.98,0.1,34.98,-1.61,2020,2020-04
2018-12-11,West,Furniture,Chairs,4,166.5,0.0,666.0,150.14,2018,2018-12
2020-03-30,East,Technology,Computers,4,408.67,0.0,1634.68,364.47,2020,2020-03
2017-06-26,West,Technology,Computers,5,393.22,0.0,1966.1,157.05,2017,2017-06
2017-10-12,West,Technology,Computers,7,396.45,0.05,2775.15,186.02,2017,2017-10
2017-03-04,East,Office Supplies,Pens,4,79.0,0.0,316.0,23.53,2017,2017-03
2019-09-30,West,Technology,Phones,6,306.57,0.1,1839.42,141.04,2019,2019-09
2018-10-24,East,Office Supplies,Binders,4,73.73,0.05,294.92,24.64,2018,2018-10
2018-10-28,Central,Technology,Phones,6,305.06,0.0,1830.36,196.63,2018,2018-10
2017-06-05,East,Office Supplies,Pens,2,151.52,0.0,303.04,37.34,2017,2017-06
2019-12-09,South,Office Supplies,Pens,3,14.42,0.1,41.1,7.96,2019,2019-12
2019-08-25,Central,Furniture,Tables,1,23.23,0.0,18.58,3.88,2019,2019-08
2019-04-29,South,Office Supplies,Pens,8,170.48,0.0,1295.65,316.15,2019,2019-04
2020-01-13,West,Office Supplies,Pens,6,143.25,0.0,859.5,103.43,2020,2020-01
2020-10-16,Central,Office Supplies,Paper,1,94.85,0.0,94.85,21.37,2020,2020-10
2018-11-20,Central,Technology,Phones,4,363.59,0.05,1163.49,143.87,2018,2018-11
2017-05-28,West,Office Supplies,Binders,6,159.85,0.0,959.1,121.7,2017,2017-05
2017-12-08,East,Office Supplies,Binders,6,121.36,0.1,728.16,96.5,2017,2017-12
2018-04-21,South,Furniture,Chairs,6,70.86,0.1,425.16,84.59,2018,2018-04
2019-12-23,Central,Office Supplies,Pens,2,262.01,0.1,524.02,91.32,2019,2019-12
2020-10-15,Central,Office Supplies,Paper,1,110.86,0.0,99.77,0.23,2020,2020-10
